parameter,location,species,year,datavalue
NuSEDS counts by CU,Spiller-Fitz-Hugh-Burke,Chum,1977,164050
NuSEDS counts by CU,Spiller-Fitz-Hugh-Burke,Chum,1978,178790
NuSEDS counts by CU,Spiller-Fitz-Hugh-Burke,Chum,1979,125792
NuSEDS counts by CU,Spiller-Fitz-Hugh-Burke,Chum,1980,99797
NuSEDS counts by CU,Spiller-Fitz-Hugh-Burke,Chum,1981,120197
NuSEDS counts by CU,Spiller-Fitz-Hugh-Burke,Chum,1982,171245
NuSEDS counts by CU,Spiller-Fitz-Hugh-Burke,Chum,1983,101830
NuSEDS counts by CU,Spiller-Fitz-Hugh-Burke,Chum,1984,142596
NuSEDS counts by CU,Spiller-Fitz-Hugh-Burke,Chum,1985,128652
NuSEDS counts by CU,Spiller-Fitz-Hugh-Burke,Chum,1986,112607
NuSEDS counts by CU,Spiller-Fitz-Hugh-Burke,Chum,1987,83846
NuSEDS counts by CU,Spiller-Fitz-Hugh-Burke,Chum,1988,160498
NuSEDS counts by CU,Spiller-Fitz-Hugh-Burke,Chum,1989,79638
NuSEDS counts by CU,Spiller-Fitz-Hugh-Burke,Chum,1990,117717
NuSEDS counts by CU,Spiller-Fitz-Hugh-Burke,Chum,1991,103880
NuSEDS counts by CU,Spiller-Fitz-Hugh-Burke,Chum,1992,48109
NuSEDS counts by CU,Spiller-Fitz-Hugh-Burke,Chum,1993,93732
NuSEDS counts by CU,Spiller-Fitz-Hugh-Burke,Chum,1994,57386
NuSEDS counts by CU,Spiller-Fitz-Hugh-Burke,Chum,1995,131100
NuSEDS counts by CU,Spiller-Fitz-Hugh-Burke,Chum,1996,211635
NuSEDS counts by CU,Spiller-Fitz-Hugh-Burke,Chum,1997,144535
NuSEDS counts by CU,Spiller-Fitz-Hugh-Burke,Chum,1998,163920
NuSEDS counts by CU,Spiller-Fitz-Hugh-Burke,Chum,1999,118250
NuSEDS counts by CU,Spiller-Fitz-Hugh-Burke,Chum,2000,124170
NuSEDS counts by CU,Spiller-Fitz-Hugh-Burke,Chum,2001,138952
NuSEDS counts by CU,Spiller-Fitz-Hugh-Burke,Chum,2002,142970
NuSEDS counts by CU,Spiller-Fitz-Hugh-Burke,Chum,2003,182250
NuSEDS counts by CU,Spiller-Fitz-Hugh-Burke,Chum,2004,243736
NuSEDS counts by CU,Spiller-Fitz-Hugh-Burke,Chum,2005,114037
NuSEDS counts by CU,Spiller-Fitz-Hugh-Burke,Chum,2006,108890
NuSEDS counts by CU,Spiller-Fitz-Hugh-Burke,Chum,2007,56560
NuSEDS counts by CU,Spiller-Fitz-Hugh-Burke,Chum,2008,35636
NuSEDS counts by CU,Spiller-Fitz-Hugh-Burke,Chum,2009,100110
NuSEDS counts by CU,Spiller-Fitz-Hugh-Burke,Chum,2010,82862
NuSEDS counts by CU,Spiller-Fitz-Hugh-Burke,Chum,2011,166116
NuSEDS counts by CU,Spiller-Fitz-Hugh-Burke,Chum,2012,116292
NuSEDS counts by CU,Spiller-Fitz-Hugh-Burke,Chum,2013,129549
NuSEDS counts by CU,Spiller-Fitz-Hugh-Burke,Chum,2014,120048
NuSEDS counts by CU,Wannock,Chum,1950,35000
NuSEDS counts by CU,Wannock,Chum,1951,35000
NuSEDS counts by CU,Wannock,Chum,1952,7500
NuSEDS counts by CU,Wannock,Chum,1953,35000
NuSEDS counts by CU,Wannock,Chum,1955,750
NuSEDS counts by CU,Wannock,Chum,1956,15000
NuSEDS counts by CU,Wannock,Chum,1957,15000
NuSEDS counts by CU,Wannock,Chum,1958,15000
NuSEDS counts by CU,Wannock,Chum,1961,3500
NuSEDS counts by CU,Wannock,Chum,1962,3500
NuSEDS counts by CU,Wannock,Chum,1963,15000
NuSEDS counts by CU,Wannock,Chum,1964,35000
NuSEDS counts by CU,Wannock,Chum,1966,3500
NuSEDS counts by CU,Wannock,Chum,1967,7500
NuSEDS counts by CU,Wannock,Chum,1968,15000
NuSEDS counts by CU,Wannock,Chum,1969,7500
NuSEDS counts by CU,Wannock,Chum,1970,7500
NuSEDS counts by CU,Wannock,Chum,1971,1800
NuSEDS counts by CU,Wannock,Chum,1972,8000
NuSEDS counts by CU,Wannock,Chum,1973,9000
NuSEDS counts by CU,Wannock,Chum,1974,35000
NuSEDS counts by CU,Wannock,Chum,1975,8000
NuSEDS counts by CU,Wannock,Chum,1976,1500
NuSEDS counts by CU,Wannock,Chum,1977,2000
NuSEDS counts by CU,Wannock,Chum,1978,30000
NuSEDS counts by CU,Wannock,Chum,1979,10000
NuSEDS counts by CU,Wannock,Chum,1980,1500
NuSEDS counts by CU,Wannock,Chum,1981,4000
NuSEDS counts by CU,Wannock,Chum,1982,25000
NuSEDS counts by CU,Wannock,Chum,1983,15000
NuSEDS counts by CU,Wannock,Chum,1984,15000
NuSEDS counts by CU,Wannock,Chum,1985,5000
NuSEDS counts by CU,Wannock,Chum,1986,25000
NuSEDS counts by CU,Wannock,Chum,1987,25000
NuSEDS counts by CU,Wannock,Chum,1988,15000
NuSEDS counts by CU,Wannock,Chum,1989,8000
NuSEDS counts by CU,Wannock,Chum,1990,10000
NuSEDS counts by CU,Wannock,Chum,1991,4000
NuSEDS counts by CU,Wannock,Chum,1992,9000
NuSEDS counts by CU,Wannock,Chum,1993,7000
NuSEDS counts by CU,Wannock,Chum,1994,4000
NuSEDS counts by CU,Wannock,Chum,1995,15000
NuSEDS counts by CU,Wannock,Chum,1996,4000
NuSEDS counts by CU,Wannock,Chum,1997,2000
NuSEDS counts by stream,AALTANHASH RIVER,Chum,1950,750
NuSEDS counts by stream,AALTANHASH RIVER,Chum,1951,100
NuSEDS counts by stream,AALTANHASH RIVER,Chum,1953,1500
NuSEDS counts by stream,AALTANHASH RIVER,Chum,1954,75
NuSEDS counts by stream,AALTANHASH RIVER,Chum,1955,75
NuSEDS counts by stream,AALTANHASH RIVER,Chum,1956,1500
NuSEDS counts by stream,AALTANHASH RIVER,Chum,1958,750
NuSEDS counts by stream,AALTANHASH RIVER,Chum,1959,25
NuSEDS counts by stream,AALTANHASH RIVER,Chum,1960,3500
NuSEDS counts by stream,AALTANHASH RIVER,Chum,1961,75
NuSEDS counts by stream,AALTANHASH RIVER,Chum,1962,3500
NuSEDS counts by stream,AALTANHASH RIVER,Chum,1963,1500
NuSEDS counts by stream,AALTANHASH RIVER,Chum,1964,3500
NuSEDS counts by stream,AALTANHASH RIVER,Chum,1965,200
NuSEDS counts by stream,AALTANHASH RIVER,Chum,1966,200
NuSEDS counts by stream,AALTANHASH RIVER,Chum,1967,3500
NuSEDS counts by stream,AALTANHASH RIVER,Chum,1968,400
NuSEDS counts by stream,AALTANHASH RIVER,Chum,1969,30
NuSEDS counts by stream,AALTANHASH RIVER,Chum,1970,200
NuSEDS counts by stream,AALTANHASH RIVER,Chum,1971,400
NuSEDS counts by stream,AALTANHASH RIVER,Chum,1972,100
NuSEDS counts by stream,AALTANHASH RIVER,Chum,1973,100
NuSEDS counts by stream,AALTANHASH RIVER,Chum,1974,150
NuSEDS counts by stream,AALTANHASH RIVER,Chum,1978,20
NuSEDS counts by stream,AALTANHASH RIVER,Chum,1980,5
NuSEDS counts by stream,AALTANHASH RIVER,Chum,1981,50
NuSEDS counts by stream,AALTANHASH RIVER,Chum,1982,25
NuSEDS counts by stream,AALTANHASH RIVER,Chum,1983,10
NuSEDS counts by stream,AALTANHASH RIVER,Chum,1984,20
NuSEDS counts by stream,AALTANHASH RIVER,Chum,1985,75
NuSEDS counts by stream,AALTANHASH RIVER,Chum,1986,75
NuSEDS counts by stream,AALTANHASH RIVER,Chum,1987,95
NuSEDS counts by stream,AALTANHASH RIVER,Chum,1988,35
NuSEDS counts by stream,AALTANHASH RIVER,Chum,1989,20
NuSEDS counts by stream,AALTANHASH RIVER,Chum,1990,20
NuSEDS counts by stream,AALTANHASH RIVER,Chum,1991,15
NuSEDS counts by stream,AALTANHASH RIVER,Chum,1992,35
NuSEDS counts by stream,AALTANHASH RIVER,Chum,1993,35
NuSEDS counts by stream,AALTANHASH RIVER,Chum,1994,25
NuSEDS counts by stream,AALTANHASH RIVER,Chum,1995,55
NuSEDS counts by stream,AALTANHASH RIVER,Chum,1996,25
NuSEDS counts by stream,AALTANHASH RIVER,Chum,1997,20
NuSEDS counts by stream,AALTANHASH RIVER,Chum,1998,35
NuSEDS counts by stream,AALTANHASH RIVER,Chum,1999,10
NuSEDS counts by stream,AALTANHASH RIVER,Chum,2000,10
NuSEDS counts by stream,AALTANHASH RIVER,Chum,2001,25
NuSEDS counts by stream,AALTANHASH RIVER,Chum,2002,40
NuSEDS counts by stream,AALTANHASH RIVER,Chum,2003,25
NuSEDS counts by stream,AALTANHASH RIVER,Chum,2004,35
NuSEDS counts by stream,AALTANHASH RIVER,Chum,2006,85
NuSEDS counts by stream,AALTANHASH RIVER,Chum,2008,15
NuSEDS counts by stream,AALTANHASH RIVER,Chum,2010,20
NuSEDS counts by stream,AALTANHASH RIVER,Chum,2011,40
NuSEDS counts by stream,AALTANHASH RIVER,Chum,2012,25
NuSEDS counts by stream,AALTANHASH RIVER,Chum,2013,35
NuSEDS counts by stream,AALTANHASH RIVER,Chum,2014,15
NuSEDS counts by stream,AIRPORT SIDE CHANNEL,Chum,2003,4000
NuSEDS counts by stream,AIRPORT SIDE CHANNEL,Chum,2004,3800
NuSEDS counts by stream,AIRPORT SIDE CHANNEL,Chum,2005,650
NuSEDS counts by stream,AIRPORT SIDE CHANNEL,Chum,2006,1115
NuSEDS counts by stream,AIRPORT SIDE CHANNEL,Chum,2007,580
NuSEDS counts by stream,AIRPORT SIDE CHANNEL,Chum,2008,526
NuSEDS counts by stream,AIRPORT SIDE CHANNEL,Chum,2009,1000
NuSEDS counts by stream,AIRPORT SIDE CHANNEL,Chum,2010,130
NuSEDS counts by stream,AIRPORT SIDE CHANNEL,Chum,2011,600
NuSEDS counts by stream,AIRPORT SIDE CHANNEL,Chum,2012,700
NuSEDS counts by stream,AIRPORT SIDE CHANNEL,Chum,2013,4100
NuSEDS counts by stream,AIRPORT SIDE CHANNEL,Chum,2014,2000
NuSEDS counts by stream,ALLARD CREEK,Chum,1950,200
NuSEDS counts by stream,ALLARD CREEK,Chum,1951,200
NuSEDS counts by stream,ALLARD CREEK,Chum,1952,1500
NuSEDS counts by stream,ALLARD CREEK,Chum,1953,200
NuSEDS counts by stream,ALLARD CREEK,Chum,1954,300
NuSEDS counts by stream,ALLARD CREEK,Chum,1955,75
NuSEDS counts by stream,ALLARD CREEK,Chum,1957,750
NuSEDS counts by stream,ALLARD CREEK,Chum,1958,400
NuSEDS counts by stream,ALLARD CREEK,Chum,1959,75
NuSEDS counts by stream,ALLARD CREEK,Chum,1962,750
NuSEDS counts by stream,ALLARD CREEK,Chum,1963,1500
NuSEDS counts by stream,ALLARD CREEK,Chum,1964,750
NuSEDS counts by stream,ALLARD CREEK,Chum,1968,750
NuSEDS counts by stream,ALLARD CREEK,Chum,1969,75
NuSEDS counts by stream,ALLARD CREEK,Chum,1970,25
NuSEDS counts by stream,ALLARD CREEK,Chum,1972,25
NuSEDS counts by stream,ALLARD CREEK,Chum,1973,25
NuSEDS counts by stream,ALLARD CREEK,Chum,1974,75
NuSEDS counts by stream,ALLARD CREEK,Chum,1976,50
NuSEDS counts by stream,ALLARD CREEK,Chum,1977,700
NuSEDS counts by stream,ALLARD CREEK,Chum,1978,150
NuSEDS counts by stream,ALLARD CREEK,Chum,1979,500
NuSEDS counts by stream,ALLARD CREEK,Chum,1980,1500
NuSEDS counts by stream,ALLARD CREEK,Chum,1981,200
NuSEDS counts by stream,ALLARD CREEK,Chum,1982,225
NuSEDS counts by stream,ALLARD CREEK,Chum,1983,150
NuSEDS counts by stream,ALLARD CREEK,Chum,1984,130
NuSEDS counts by stream,ALLARD CREEK,Chum,1985,1000
NuSEDS counts by stream,ALLARD CREEK,Chum,1986,850
NuSEDS counts by stream,ALLARD CREEK,Chum,1987,500
NuSEDS counts by stream,ALLARD CREEK,Chum,1988,369
NuSEDS counts by stream,ALLARD CREEK,Chum,1989,180
NuSEDS counts by stream,ALLARD CREEK,Chum,1990,600
NuSEDS counts by stream,ALLARD CREEK,Chum,1991,160
NuSEDS counts by stream,ALLARD CREEK,Chum,1992,75
NuSEDS counts by stream,ALLARD CREEK,Chum,1993,500
NuSEDS counts by stream,ALLARD CREEK,Chum,1994,120
NuSEDS counts by stream,ALLARD CREEK,Chum,1995,230
NuSEDS counts by stream,ALLARD CREEK,Chum,1996,100
NuSEDS counts by stream,ALLARD CREEK,Chum,1998,500
NuSEDS counts by stream,ALLARD CREEK,Chum,1999,50
NuSEDS counts by stream,ALLARD CREEK,Chum,2001,850
NuSEDS counts by stream,Alpha Creek,Chum,1950,200
NuSEDS counts by stream,Alpha Creek,Chum,1951,200
NuSEDS counts by stream,Alpha Creek,Chum,1952,25
NuSEDS counts by stream,Alpha Creek,Chum,1953,25
NuSEDS counts by stream,Alpha Creek,Chum,1954,200
NuSEDS counts by stream,Alpha Creek,Chum,1955,25
NuSEDS counts by stream,Alpha Creek,Chum,1956,25
NuSEDS counts by stream,Alpha Creek,Chum,1957,25
NuSEDS counts by stream,Alpha Creek,Chum,1958,25
NuSEDS counts by stream,Alpha Creek,Chum,1959,25
NuSEDS counts by stream,Alpha Creek,Chum,1960,25
NuSEDS counts by stream,Alpha Creek,Chum,1961,25
NuSEDS counts by stream,Alpha Creek,Chum,1962,25
NuSEDS counts by stream,Alpha Creek,Chum,1963,25
NuSEDS counts by stream,Alpha Creek,Chum,1964,25
NuSEDS counts by stream,Alpha Creek,Chum,1965,200
NuSEDS counts by stream,Alpha Creek,Chum,1966,25
NuSEDS counts by stream,Alpha Creek,Chum,1967,75
NuSEDS counts by stream,Alpha Creek,Chum,1968,25
NuSEDS counts by stream,Alpha Creek,Chum,1983,1
NuSEDS counts by stream,Alpha Creek,Chum,1984,10
NuSEDS counts by stream,Alpha Creek,Chum,1993,5
NuSEDS counts by stream,Alpha Creek,Chum,1995,10
NuSEDS counts by stream,Alpha Creek,Chum,2000,10
NuSEDS counts by stream,AMBACK CREEK,Chum,1963,25
NuSEDS counts by stream,AMBACK CREEK,Chum,1979,25
NuSEDS counts by stream,AMBACK CREEK,Chum,1980,400
NuSEDS counts by stream,AMBACK CREEK,Chum,1981,25
NuSEDS counts by stream,AMBACK CREEK,Chum,1982,5
NuSEDS counts by stream,AMBACK CREEK,Chum,1983,4
NuSEDS counts by stream,AMBACK CREEK,Chum,1984,2
NuSEDS counts by stream,AMBACK CREEK,Chum,1987,2
NuSEDS counts by stream,AMBACK CREEK,Chum,2000,100
NuSEDS counts by stream,AMBACK CREEK,Chum,2003,150
NuSEDS counts by stream,ANDERSON CREEK,Chum,1986,15
NuSEDS counts by stream,ANDERSON CREEK,Chum,2000,25
NuSEDS counts by stream,ANDERSON CREEK,Chum,2006,35
NuSEDS counts by stream,ANDERSON CREEK,Chum,2011,25
NuSEDS counts by stream,ANDERSON CREEK,Chum,2012,30
NuSEDS counts by stream,Andesite Creek,Chum,1965,400
NuSEDS counts by stream,Andesite Creek,Chum,1966,75
NuSEDS counts by stream,Andesite Creek,Chum,1967,100
NuSEDS counts by stream,Andesite Creek,Chum,1968,400
NuSEDS counts by stream,Andesite Creek,Chum,1969,200
NuSEDS counts by stream,Andesite Creek,Chum,1970,750
NuSEDS counts by stream,Andesite Creek,Chum,1971,400
NuSEDS counts by stream,Andesite Creek,Chum,1972,1500
NuSEDS counts by stream,Andesite Creek,Chum,1973,750
NuSEDS counts by stream,Andesite Creek,Chum,1974,400
NuSEDS counts by stream,Andesite Creek,Chum,1975,200
NuSEDS counts by stream,Andesite Creek,Chum,1976,200
NuSEDS counts by stream,Andesite Creek,Chum,1977,25
NuSEDS counts by stream,Andesite Creek,Chum,1978,800
NuSEDS counts by stream,Andesite Creek,Chum,1979,60
NuSEDS counts by stream,Andesite Creek,Chum,1980,150
NuSEDS counts by stream,Andesite Creek,Chum,1981,20
NuSEDS counts by stream,Andesite Creek,Chum,1982,60
NuSEDS counts by stream,Andesite Creek,Chum,1983,50
NuSEDS counts by stream,Andesite Creek,Chum,1984,100
NuSEDS counts by stream,Andesite Creek,Chum,1985,210
NuSEDS counts by stream,Andesite Creek,Chum,1986,420
NuSEDS counts by stream,Andesite Creek,Chum,1987,300
NuSEDS counts by stream,Andesite Creek,Chum,1988,1000
NuSEDS counts by stream,Andesite Creek,Chum,1989,200
NuSEDS counts by stream,Andesite Creek,Chum,1990,20
NuSEDS counts by stream,Andesite Creek,Chum,1992,15
NuSEDS counts by stream,Andesite Creek,Chum,1993,200
NuSEDS counts by stream,Andesite Creek,Chum,1994,50
NuSEDS counts by stream,Andesite Creek,Chum,2005,415
NuSEDS counts by stream,Andesite Creek,Chum,2007,120
NuSEDS counts by stream,Andesite Creek,Chum,2008,60
NuSEDS counts by stream,Andesite Creek,Chum,2009,105
NuSEDS counts by stream,Andesite Creek,Chum,2011,1255
NuSEDS counts by stream,Andesite Creek,Chum,2012,176
NuSEDS counts by stream,Andesite Creek,Chum,2013,147
NuSEDS counts by stream,Andesite Creek,Chum,2014,19
NuSEDS counts by stream,ANGLER COVE CREEK,Chum,1950,200
NuSEDS counts by stream,ANGLER COVE CREEK,Chum,1951,1800
NuSEDS counts by stream,ANGLER COVE CREEK,Chum,1953,200
NuSEDS counts by stream,ANGLER COVE CREEK,Chum,1954,200
NuSEDS counts by stream,ANGLER COVE CREEK,Chum,1955,750
NuSEDS counts by stream,ANGLER COVE CREEK,Chum,1956,400
NuSEDS counts by stream,ANGLER COVE CREEK,Chum,1957,75
NuSEDS counts by stream,ANGLER COVE CREEK,Chum,1958,400
NuSEDS counts by stream,ANGLER COVE CREEK,Chum,1959,25
NuSEDS counts by stream,ANGLER COVE CREEK,Chum,1962,400
NuSEDS counts by stream,ANGLER COVE CREEK,Chum,1963,400
NuSEDS counts by stream,ANGLER COVE CREEK,Chum,1975,30
NuSEDS counts by stream,ANGLER COVE CREEK,Chum,1978,30
NuSEDS counts by stream,ANGLER COVE CREEK,Chum,1983,25
NuSEDS counts by stream,ANGLER COVE CREEK,Chum,1984,40
NuSEDS counts by stream,ANGLER COVE CREEK,Chum,1985,75
NuSEDS counts by stream,ANGLER COVE CREEK,Chum,1986,50
NuSEDS counts by stream,ANGLER COVE CREEK,Chum,1987,40
NuSEDS counts by stream,ANGLER COVE CREEK,Chum,1988,100
NuSEDS counts by stream,ANGLER COVE CREEK,Chum,1989,20
NuSEDS counts by stream,ANGLER COVE CREEK,Chum,1990,125
NuSEDS counts by stream,ANGLER COVE CREEK,Chum,1991,50
NuSEDS counts by stream,ANGLER COVE CREEK,Chum,1992,15
NuSEDS counts by stream,ANGLER COVE CREEK,Chum,1993,20
NuSEDS counts by stream,ANGLER COVE CREEK,Chum,1994,10
NuSEDS counts by stream,ANGLER COVE CREEK,Chum,1995,15
NuSEDS counts by stream,ANGLER COVE CREEK,Chum,1996,20
NuSEDS counts by stream,ANGLER COVE CREEK,Chum,1997,2
NuSEDS counts by stream,ANGLER COVE CREEK,Chum,1998,65
NuSEDS counts by stream,ANGLER COVE CREEK,Chum,2000,10
NuSEDS counts by stream,ANGLER COVE CREEK,Chum,2001,25
NuSEDS counts by stream,ANGLER COVE CREEK,Chum,2002,15
NuSEDS counts by stream,ANSEDAGAN CREEK,Chum,1966,200
NuSEDS counts by stream,ANSEDAGAN CREEK,Chum,1967,1500
NuSEDS counts by stream,ANSEDAGAN CREEK,Chum,1969,25
NuSEDS counts by stream,ANSEDAGAN CREEK,Chum,1970,75
NuSEDS counts by stream,ANSEDAGAN CREEK,Chum,1971,400
NuSEDS counts by stream,ANSEDAGAN CREEK,Chum,1980,4
NuSEDS counts by stream,ARGYH CREEK,Chum,1950,75
NuSEDS counts by stream,ARGYH CREEK,Chum,1951,25
NuSEDS counts by stream,ARGYH CREEK,Chum,1953,25
NuSEDS counts by stream,ARGYH CREEK,Chum,1954,25
NuSEDS counts by stream,ARGYH CREEK,Chum,1955,200
NuSEDS counts by stream,ARGYH CREEK,Chum,1956,400
NuSEDS counts by stream,ARGYH CREEK,Chum,1957,25
NuSEDS counts by stream,ARGYH CREEK,Chum,1958,75
NuSEDS counts by stream,ARGYH CREEK,Chum,1959,25
NuSEDS counts by stream,ARGYH CREEK,Chum,1960,25
NuSEDS counts by stream,ARGYH CREEK,Chum,1961,25
NuSEDS counts by stream,ARGYH CREEK,Chum,1962,400
NuSEDS counts by stream,ARGYH CREEK,Chum,1963,75
NuSEDS counts by stream,ARGYH CREEK,Chum,1976,225
NuSEDS counts by stream,ARGYH CREEK,Chum,1978,5
NuSEDS counts by stream,ARGYH CREEK,Chum,1981,100
NuSEDS counts by stream,ARGYH CREEK,Chum,1985,250
NuSEDS counts by stream,ARGYH CREEK,Chum,1986,130
NuSEDS counts by stream,ARGYH CREEK,Chum,1987,25
NuSEDS counts by stream,ARGYH CREEK,Chum,1989,45
NuSEDS counts by stream,ARGYH CREEK,Chum,1991,4
NuSEDS counts by stream,ARGYH CREEK,Chum,1992,25
NuSEDS counts by stream,ARNOUP CREEK,Chum,1950,3500
NuSEDS counts by stream,ARNOUP CREEK,Chum,1951,1800
NuSEDS counts by stream,ARNOUP CREEK,Chum,1953,750
NuSEDS counts by stream,ARNOUP CREEK,Chum,1954,3500
NuSEDS counts by stream,ARNOUP CREEK,Chum,1955,25
NuSEDS counts by stream,ARNOUP CREEK,Chum,1956,25
NuSEDS counts by stream,ARNOUP CREEK,Chum,1957,25
NuSEDS counts by stream,ARNOUP CREEK,Chum,1958,7500
NuSEDS counts by stream,ARNOUP CREEK,Chum,1960,750
NuSEDS counts by stream,ARNOUP CREEK,Chum,1961,1500
NuSEDS counts by stream,ARNOUP CREEK,Chum,1962,25
NuSEDS counts by stream,ARNOUP CREEK,Chum,1963,25
NuSEDS counts by stream,ARNOUP CREEK,Chum,1964,7500
NuSEDS counts by stream,ARNOUP CREEK,Chum,1965,200
NuSEDS counts by stream,ARNOUP CREEK,Chum,1966,100
NuSEDS counts by stream,ARNOUP CREEK,Chum,1967,200
NuSEDS counts by stream,ARNOUP CREEK,Chum,1969,700
NuSEDS counts by stream,ARNOUP CREEK,Chum,1970,750
NuSEDS counts by stream,ARNOUP CREEK,Chum,1971,750
NuSEDS counts by stream,ARNOUP CREEK,Chum,1972,750
NuSEDS counts by stream,ARNOUP CREEK,Chum,1973,5000
NuSEDS counts by stream,ARNOUP CREEK,Chum,1974,1000
NuSEDS counts by stream,ARNOUP CREEK,Chum,1975,3000
NuSEDS counts by stream,ARNOUP CREEK,Chum,1976,75
NuSEDS counts by stream,ARNOUP CREEK,Chum,1977,8000
NuSEDS counts by stream,ARNOUP CREEK,Chum,1978,250
NuSEDS counts by stream,ARNOUP CREEK,Chum,1979,500
NuSEDS counts by stream,ARNOUP CREEK,Chum,1980,250
NuSEDS counts by stream,ARNOUP CREEK,Chum,1981,150
NuSEDS counts by stream,ARNOUP CREEK,Chum,1982,1300
NuSEDS counts by stream,ARNOUP CREEK,Chum,1983,2100
NuSEDS counts by stream,ARNOUP CREEK,Chum,1984,600
NuSEDS counts by stream,ARNOUP CREEK,Chum,1985,1800
NuSEDS counts by stream,ARNOUP CREEK,Chum,1986,1050
NuSEDS counts by stream,ARNOUP CREEK,Chum,1987,4250
NuSEDS counts by stream,ARNOUP CREEK,Chum,1988,2100
NuSEDS counts by stream,ARNOUP CREEK,Chum,1989,2400
NuSEDS counts by stream,ARNOUP CREEK,Chum,1990,7000
NuSEDS counts by stream,ARNOUP CREEK,Chum,1991,3800
NuSEDS counts by stream,ARNOUP CREEK,Chum,1992,1100
NuSEDS counts by stream,ARNOUP CREEK,Chum,1993,950
NuSEDS counts by stream,ARNOUP CREEK,Chum,1994,5200
NuSEDS counts by stream,ARNOUP CREEK,Chum,1995,16500
NuSEDS counts by stream,ARNOUP CREEK,Chum,1996,3800
NuSEDS counts by stream,ARNOUP CREEK,Chum,1997,3200
NuSEDS counts by stream,ARNOUP CREEK,Chum,1998,12500
NuSEDS counts by stream,ARNOUP CREEK,Chum,1999,3500
NuSEDS counts by stream,ARNOUP CREEK,Chum,2000,1300
NuSEDS counts by stream,ARNOUP CREEK,Chum,2001,5000
NuSEDS counts by stream,ARNOUP CREEK,Chum,2002,2900
NuSEDS counts by stream,ARNOUP CREEK,Chum,2003,2500
NuSEDS counts by stream,ARNOUP CREEK,Chum,2004,4200
NuSEDS counts by stream,ARNOUP CREEK,Chum,2005,1500
NuSEDS counts by stream,ARNOUP CREEK,Chum,2006,2800
NuSEDS counts by stream,ARNOUP CREEK,Chum,2007,1000
NuSEDS counts by stream,ARNOUP CREEK,Chum,2008,750
NuSEDS counts by stream,ARNOUP CREEK,Chum,2010,550
NuSEDS counts by stream,ARNOUP CREEK,Chum,2011,800
NuSEDS counts by stream,ARNOUP CREEK,Chum,2012,350
NuSEDS counts by stream,ARNOUP CREEK,Chum,2013,1700
NuSEDS counts by stream,ARNOUP CREEK,Chum,2014,280
NuSEDS counts by stream,ASHLULM CREEK,Chum,1972,5
NuSEDS counts by stream,ASHLULM CREEK,Chum,1977,50
NuSEDS counts by stream,ASHLULM CREEK,Chum,1978,50
NuSEDS counts by stream,ASHLULM CREEK,Chum,1979,50
NuSEDS counts by stream,ASHLULM CREEK,Chum,1980,50
NuSEDS counts by stream,ASHLULM CREEK,Chum,1981,50
NuSEDS counts by stream,ASHLULM CREEK,Chum,1983,30
NuSEDS counts by stream,ASHLULM CREEK,Chum,1984,200
NuSEDS counts by stream,ASHLULM CREEK,Chum,1985,150
NuSEDS counts by stream,ASHLULM CREEK,Chum,1986,10
NuSEDS counts by stream,ASHLULM CREEK,Chum,1987,1
NuSEDS counts by stream,ASHLULM CREEK,Chum,1988,50
NuSEDS counts by stream,ASHLULM CREEK,Chum,1989,200
NuSEDS counts by stream,ASHLULM CREEK,Chum,1990,60
NuSEDS counts by stream,ASHLULM CREEK,Chum,1991,12
NuSEDS counts by stream,ASHLULM CREEK,Chum,1993,40
NuSEDS counts by stream,ASHLULM CREEK,Chum,1994,10
NuSEDS counts by stream,ASHLULM CREEK,Chum,1997,10
NuSEDS counts by stream,ASHLULM CREEK,Chum,1998,100
NuSEDS counts by stream,ASHLULM CREEK,Chum,2000,100
NuSEDS counts by stream,ASHLULM CREEK,Chum,2003,1000
NuSEDS counts by stream,ASHLULM CREEK,Chum,2005,250
NuSEDS counts by stream,ASSEEK RIVER,Chum,1950,750
NuSEDS counts by stream,ASSEEK RIVER,Chum,1951,750
NuSEDS counts by stream,ASSEEK RIVER,Chum,1952,400
NuSEDS counts by stream,ASSEEK RIVER,Chum,1954,400
NuSEDS counts by stream,ASSEEK RIVER,Chum,1955,3500
NuSEDS counts by stream,ASSEEK RIVER,Chum,1956,750
NuSEDS counts by stream,ASSEEK RIVER,Chum,1957,200
NuSEDS counts by stream,ASSEEK RIVER,Chum,1958,400
NuSEDS counts by stream,ASSEEK RIVER,Chum,1959,200
NuSEDS counts by stream,ASSEEK RIVER,Chum,1960,200
NuSEDS counts by stream,ASSEEK RIVER,Chum,1961,200
NuSEDS counts by stream,ASSEEK RIVER,Chum,1962,200
NuSEDS counts by stream,ASSEEK RIVER,Chum,1964,25
NuSEDS counts by stream,ASSEEK RIVER,Chum,1966,25
NuSEDS counts by stream,ASSEEK RIVER,Chum,1968,750
NuSEDS counts by stream,ASSEEK RIVER,Chum,1970,750
NuSEDS counts by stream,ASSEEK RIVER,Chum,1971,750
NuSEDS counts by stream,ASSEEK RIVER,Chum,1972,750
NuSEDS counts by stream,ASSEEK RIVER,Chum,1973,1500
NuSEDS counts by stream,ASSEEK RIVER,Chum,1974,500
NuSEDS counts by stream,ASSEEK RIVER,Chum,1975,400
